62   0.666367   0.00563333   0.328  0.0356924 0.320557 0.00426634  
63   0.6435   0.0054   0.3511  0.0368999 0.30572 0.0045393  
64   0.618944   0.00557778   0.375478  0.040404 0.26749 0.0046204  
65   0.594533   0.00585556   0.399611  0.0418634 0.268924 0.00473471  
66   0.5703   0.00634444   0.423356  0.0433767 0.265655 0.00511609  
67   0.546167   0.00672222   0.447111  0.0457264 0.30648 0.00548528  
68   0.5213   0.00733333   0.471367  0.0492931 0.305785 0.00596421  
69   0.495589   0.00755556   0.496856  0.0531577 0.272727 0.00471442  
70   0.470389   0.00872222   0.520889  0.054391 0.232353 0.00588143  
71   0.4458   0.0099   0.5443  0.0566907 0.238217 0.00625  
72   0.422033   0.0109556   0.567011  0.058023 0.212121 0.00579746  
73   0.3987   0.0123111   0.588989  0.060764 0.210953 0.00646666  
74   0.374667   0.0137667   0.611567  0.0666332 0.205776 0.00677243  
75   0.3525   0.0150222   0.632478  0.0671708 0.217918 0.00695845  
76   0.331178   0.0158667   0.652956  0.0692514 0.205621 0.00621893  
77   0.311456   0.0171111   0.671433  0.0699524 0.217087 0.00718102  
78   0.290922   0.0182556   0.690822  0.0769148 0.2 0.00680137  
79   0.2722   0.0196667   0.708133  0.0774548 0.208764 0.00755943  
80   0.2552   0.0214556   0.723344  0.0768226 0.19887 0.00804933  
81   0.237556   0.0236111   0.738833  0.0833769 0.169342 0.00800295  
82   0.222567   0.0253889   0.752044  0.0817119 0.187294 0.00839161  
83   0.208289   0.0286778   0.763033  0.0817733 0.154486 0.00958868  
84   0.194978   0.0321889   0.772833  0.0854049 0.156141 0.0104699  
85   0.183411   0.0355889   0.781  0.0865626 0.164998 0.0112717  
86   0.173233   0.0397667   0.787  0.0873569 0.164221 0.0128326  
87   0.164578   0.0429667   0.792456  0.0898595 0.173792 0.0128477  
88   0.1579   0.0453556   0.796744  0.0864839 0.175847 0.0125489  
89   0.151722   0.0476778   0.8006  0.0888044 0.172954 0.0127603  
90   0.1468   0.0499444   0.803256  0.0889052 0.179678 0.0135315  
91   0.143911   0.0518778   0.804211  0.0820466 0.183315 0.0138049  
92   0.142467   0.0553444   0.802189  0.0745059 0.178839 0.0158471  
93   0.1411   0.0597667   0.799133  0.0751053 0.168641 0.0171475  
94   0.141789   0.0639   0.794311  0.0652807 0.165644 0.0175607  
95   0.1425   0.0687889   0.788711  0.0630045 0.15093 0.0182968  
96   0.144911   0.0741222   0.780967  0.0605068 0.160394 0.0207512  
97   0.148233   0.0789   0.772867  0.0564331 0.155149 0.0208431  
98   0.151889   0.0855222   0.762589  0.0505959 0.141389 0.0230024  
99   0.156456   0.0906667   0.752878  0.05406 0.149409 0.0235018  
100   0.163422   0.0943   0.742278  0.0470847 0.158088 0.023864  
101   0.171689   0.0972556   0.731056  0.0395703 0.156239 0.0238306  
102   0.180222   0.100456   0.719322  0.0380533 0.154918 0.0249867  
103   0.188722   0.103567   0.707711  0.0376079 0.152085 0.0255642  
104   0.198356   0.1059   0.695744  0.0327936 0.152773 0.0256539  
105   0.208178   0.108089   0.683733  0.0295205 0.148043 0.0256799  
106   0.217656   0.1107   0.671644  0.0281277 0.141859 0.0262448  
107   0.227311   0.112767   0.659922  0.029098 0.144434 0.0268826  
108   0.235789   0.115789   0.648422  0.0276176 0.13085 0.0269392  
109   0.244611   0.118667   0.636722  0.027567 0.132329 0.0280681  
110   0.254322   0.120556   0.625122  0.0271633 0.137828 0.0286537  
111   0.263256   0.123722   0.613022  0.0255581 0.128018 0.0297542  
112   0.272167   0.127144   0.600689  0.0260837 0.127526 0.0313202  
113   0.281233   0.129867   0.5889  0.0251072 0.125055 0.0310014  
114   0.2902   0.133489   0.576311  0.0252854 0.123802 0.0334522  
115   0.300067   0.136222   0.563711  0.0252699 0.12885 0.0345878  
116   0.3092   0.139389   0.551411  0.0255869 0.123409 0.0354397  
117   0.3196   0.141344   0.539056  0.0261966 0.132722 0.0370967  
118   0.329122   0.143367   0.527511  0.0273954 0.129314 0.0376585  
119   0.338533   0.146067   0.5154  0.0260964 0.125552 0.0392409  
120   0.348811   0.148967   0.502222  0.0257319 0.130002 0.0424697  
121   0.358856   0.1516   0.489544  0.026216 0.128813 0.0434513  
122   0.368711   0.154878   0.476411  0.0268136 0.128481 0.0464831  
123   0.379244   0.156556   0.4642  0.0265791 0.131286 0.0462019  
124   0.389233   0.158967   0.4518  0.0254014 0.125337 0.0474652  
125   0.398233   0.161256   0.440511  0.0264623 0.121409 0.0477842  
126   0.408078   0.163022   0.4289  0.0267292 0.127058 0.0505221  
127   0.418178   0.164589   0.417233  0.0252675 0.125204 0.0512422  
128   0.428911   0.166567   0.404522  0.0250027 0.128738 0.0555245  
129   0.440244   0.168156   0.3916  0.0247656 0.131812 0.0582031  
130   0.450811   0.169967   0.379222  0.0256171 0.129906 0.0604074  
131   0.4622   0.170856   0.366944  0.0253863 0.13434 0.0625549  
132   0.473944   0.171589   0.354467  0.0252897 0.137153 0.0658592  
133   0.486456   0.170911   0.342633  0.0238893 0.138898 0.0653251  
134   0.497756   0.171978   0.330267  0.0248966 0.136978 0.0714402  
135   0.508867   0.171856   0.319278  0.0247779 0.136323 0.0706163  
136   0.520467   0.1714   0.308133  0.0249793 0.141462 0.0747172  
137   0.531944   0.170044   0.298011  0.0239742 0.139764 0.0733449  
138   0.543   0.168433   0.288567  0.0246057 0.141989 0.0756124  
139   0.554856   0.165767   0.279378  0.0233272 0.14559 0.0757383  
140   0.5668   0.163089   0.270111  0.0235697 0.150948 0.0799793  
141   0.577544   0.1612   0.261256  0.0227005 0.144774 0.0804196  
142   0.588756   0.156978   0.254267  0.0238558 0.155018 0.0794879  
143   0.599544   0.153389   0.247067  0.0221937 0.151968 0.0797063  
144   0.610844   0.147622   0.241533  0.0229433 0.163347 0.0780716  
145   0.621411   0.139589   0.239  0.0232647 0.167846 0.0693256  
146   0.630978   0.1315   0.237522  0.0236201 0.173685 0.0675965  
147   0.638744   0.123778   0.237478  0.0239663 0.17406 0.0638537  
148   0.645178   0.114989   0.239833  0.0247012 0.179443 0.0565199  
149   0.650422   0.106222   0.243356  0.0254882 0.188617 0.05388  
150   0.654089   0.0987   0.247211  0.025334 0.189644 0.0518674  
151   0.657022   0.0909778   0.252  0.0261093 0.202747 0.0497101  
152   0.657611   0.0849222   0.257467  0.0273456 0.203957 0.0496032  
153   0.656689   0.0812556   0.262056  0.0278449 0.204763 0.0532971  
154   0.656056   0.0778778   0.266067  0.0274102 0.213729 0.0533814  
155   0.654078   0.0755556   0.270367  0.0285884 0.215437 0.0543306  
156   0.651633   0.0729778   0.275389  0.0287088 0.216176 0.0508774  
157   0.648022   0.0715444   0.280433  0.029669 0.215438 0.0518862  
158   0.642933   0.0708222   0.286244  0.0313432 0.212766 0.0517057  
159   0.637644   0.0687556   0.2936  0.0327838 0.222937 0.0479388  
160   0.631444   0.0689333   0.299622  0.0323761 0.210084 0.0498032  
161   0.624778   0.0691222   0.3061  0.0337322 0.212282 0.0494697  
162   0.618644   0.0702222   0.311133  0.0340566 0.219097 0.0530691  
163   0.612333   0.0714   0.316267  0.0351485 0.219778 0.053389  
164   0.607656   0.0739   0.318444  0.0334059 0.220977 0.0577923  
165   0.6036   0.0760333   0.320367  0.0341568 0.225981 0.0591417  
166   0.599556   0.0775889   0.322856  0.0358405 0.231331 0.0597579  
167   0.595744   0.0799556   0.3243  0.0359711 0.228841 0.0623258  
168   0.591867   0.0820222   0.326111  0.0358468 0.218594 0.0602666  
169   0.589511   0.0838111   0.326678  0.0364947 0.234625 0.0644974  
170   0.586944   0.0864778   0.326578  0.0367536 0.227893 0.0666304  
171   0.5854   0.0877667   0.326833  0.0365357 0.230117 0.0648816  
172   0.584022   0.0888444   0.327133  0.0371826 0.232308 0.0656808  
173   0.582544   0.0904333   0.327022  0.0369468 0.226238 0.0662998  
174   0.582211   0.09   0.327789  0.0370596 0.235041 0.0636722  
175   0.579633   0.0906556   0.329711  0.0392946 0.225556 0.06393  
176   0.579956   0.0880778   0.331967  0.0380125 0.246599 0.0599852  
177   0.579056   0.0860333   0.334911  0.0396582 0.250915 0.0604144  
178   0.576467   0.0845   0.339033  0.0398158 0.237892 0.0565324  
179   0.573278   0.0842222   0.3425  0.0410933 0.242604 0.0596467  
180   0.5711   0.0833778   0.345522  0.040062 0.246834 0.058232  
181   0.566078   0.0839778   0.349944  0.0428024 0.232942 0.0579477  
182   0.561533   0.0850111   0.353456  0.0428092 0.234454 0.0592157  
183   0.556022   0.0856333   0.358344  0.0451937 0.233695 0.0579674  
184   0.550744   0.0873444   0.361911  0.0455018 0.233813 0.0606493  
185   0.545922   0.0872889   0.366789  0.0475316 0.244498 0.0588542  
186   0.5402   0.0884778   0.371322  0.0488267 0.239817 0.0603132  
187   0.535956   0.0912889   0.372756  0.0473693 0.241241 0.0650528  
188   0.530822   0.0939889   0.375189  0.0491334 0.23223 0.0641171  
189   0.5264   0.0967444   0.376856  0.0497132 0.233716 0.0658927  
190   0.521844   0.1001   0.378056  0.0506163 0.228322 0.0675178  
191   0.517978   0.101833   0.380189  0.0511221 0.227883 0.0649229  
192   0.5133   0.104867   0.381833  0.0523832 0.220513 0.0670427  
193   0.510156   0.106356   0.383489  0.0521679 0.225366 0.0657937  
194   0.507056   0.108478   0.384467  0.0524459 0.22242 0.0672191  
195   0.5055   0.108533   0.385967  0.0530295 0.233535 0.0660366  
196   0.503578   0.109211   0.387211  0.0542038 0.234746 0.0677664  
197   0.501956   0.109011   0.389033  0.0561537 0.244074 0.0683233  
198   0.501667   0.109489   0.388844  0.0539446 0.245745 0.0700883  
199   0.501178   0.110789   0.388033  0.0556589 0.250558 0.0738942  
200   0.5016   0.111967   0.386433  0.0519443 0.238792 0.0712138  
201   0.502278   0.111944   0.385778  0.0544701 0.250074 0.0724  
202   0.5041   0.112044   0.383856  0.0523615 0.251216 0.0731567  
203   0.506589   0.111222   0.382189  0.0517314 0.254958 0.0722783  
204   0.509022   0.1108   0.380178  0.0528809 0.262737 0.0753554  
205   0.511189   0.109111   0.3797  0.0524317 0.260429 0.0714578  
206   0.511589   0.109667   0.378744  0.0521225 0.247862 0.072689  
207   0.511422   0.111256   0.377322  0.0524727 0.243262 0.0746326  
208   0.510556   0.110667   0.378778  0.0545103 0.242784 0.0700256  
209   0.509478   0.113044   0.377478  0.0526877 0.233333 0.07445  
210   0.5085   0.113444   0.378056  0.0552199 0.24022 0.0729991  
211   0.507511   0.113133   0.379356  0.056069 0.242605 0.0719765  
212   0.506611   0.113456   0.379933  0.054799 0.237871 0.0717884  
213   0.505544   0.112133   0.382322  0.0557956 0.239741 0.0681114  
214   0.503   0.109878   0.387122  0.0585727 0.241379 0.0648958  
215   0.501067   0.109722   0.389211  0.0558648 0.238143 0.067191  
216   0.499189   0.109156   0.391656  0.0580761 0.248101 0.0684861  
217   0.497556   0.107256   0.395189  0.058762 0.253766 0.0658742  
218   0.496144   0.106356   0.3975  0.057615 0.254118 0.066691  
219   0.493467   0.104467   0.402067  0.0601975 0.255641 0.0636478  
220   0.490233   0.105144   0.404622  0.0595785 0.250479 0.0667662  
221   0.486178   0.106111   0.407711  0.0603567 0.242841 0.0654932  
222   0.484056   0.107756   0.408189  0.0595118 0.25267 0.0697934  
223   0.482344   0.107333   0.410322  0.0610811 0.258507 0.0672074  
224   0.480067   0.110311   0.409622  0.0600539 0.248654 0.0723009  
225   0.477222   0.113156   0.409622  0.0595751 0.233481 0.0698204  
226   0.476411   0.1157   0.407889  0.0590221 0.241752 0.0729941  
227   0.475156   0.118178   0.406667  0.059799 0.235379 0.0728412  
228   0.474778   0.119233   0.405989  0.0598634 0.237495 0.071612  
229   0.476422   0.120211   0.403367  0.0569155 0.240425 0.0730179  
230   0.478267   0.120478   0.401256  0.0580251 0.245309 0.073768  
231   0.481289   0.119667   0.399044  0.0560589 0.247625 0.0723285  
232   0.486722   0.117356   0.395922  0.054137 0.263138 0.0731191  
233   0.487889   0.117511   0.3946  0.0579386 0.250237 0.0745657  
234   0.489911   0.1165   0.393589  0.0562286 0.250662 0.0720842  
235   0.490833   0.117733   0.391433  0.0561553 0.244063 0.0753748  
236   0.493678   0.118511   0.387811  0.0524052 0.242639 0.0749666  
237   0.494322   0.118089   0.387589  0.0565146 0.240859 0.0725153  
238   0.494856   0.116822   0.388322  0.0561038 0.239368 0.0696614  
239   0.493356   0.116433   0.390211  0.0578171 0.232072 0.0688146  
240   0.494278   0.113467   0.392256  0.0562137 0.246111 0.0658333  
241   0.495844   0.110311   0.393844  0.0552995 0.2547 0.0656318  
242   0.497767   0.107022   0.395211  0.0551472 0.26531 0.0659595  
243   0.498556   0.104222   0.397222  0.0552244 0.264223 0.0644662  
244   0.497556   0.101778   0.400667  0.0574994 0.265458 0.0634965  
245   0.495044   0.100911   0.404044  0.05728 0.255349 0.0627011  
246   0.491856   0.1005   0.407644  0.0592764 0.259194 0.0637169  
247   0.489422   0.0998   0.410778  0.0585538 0.262355 0.0629634  
248   0.4839   0.0998556   0.416244  0.0629086 0.253173 0.0616446  
249   0.480589   0.0985444   0.420867  0.0599986 0.257594 0.0586461  
250   0.476022   0.100211   0.423767  0.0622847 0.257413 0.0642325  
251   0.469767   0.102122   0.428111  0.0652864 0.247699 0.063085  
252   0.463978   0.105833   0.430189  0.0658956 0.246437 0.0674539  
253   0.4598   0.109189   0.431011  0.0632454 0.237795 0.0663016  
254   0.455444   0.115056   0.4295  0.0648108 0.233031 0.0726457  
255   0.451644   0.120067   0.428289  0.0646255 0.222791 0.0713491  
256   0.449367   0.123556   0.427078  0.0641606 0.222376 0.0704872  
257   0.448544   0.126456   0.425  0.0635957 0.22464 0.0717798  
258   0.448533   0.129444   0.422022  0.0628948 0.223003 0.0733856  
259   0.448333   0.131389   0.420278  0.0653983 0.225064 0.0736401  
260   0.451211   0.130389   0.4184  0.0634449 0.238393 0.0721481  
261   0.454622   0.126633   0.418744  0.063976 0.24755 0.0681697  
262   0.457278   0.125089   0.417633  0.0631293 0.247609 0.0711917  
263   0.462156   0.121811   0.416033  0.0599441 0.258128 0.0694655  
264   0.464767   0.119956   0.415278  0.0603693 0.250479 0.068878  
265   0.467089   0.118978   0.413933  0.0594803 0.249815 0.069806  
266   0.4699   0.119389   0.410711  0.0568533 0.246825 0.0719386  
267   0.470167   0.121256   0.408578  0.0595399 0.236575 0.0733146  
268   0.472089   0.122189   0.405722  0.0569774 0.236782 0.0725552  
269   0.4734   0.125344   0.401256  0.0560158 0.227153 0.0761879  
270   0.476322   0.129533   0.394144  0.0531381 0.224005 0.0804143  
271   0.4804   0.1337   0.3859  0.0526488 0.225081 0.0845432  
272   0.483456   0.137644   0.3789  0.0542141 0.217651 0.0856296  
273   0.488911   0.137822   0.373267  0.0525844 0.22433 0.0819624  
274   0.4944   0.136811   0.368789  0.0530885 0.228152 0.0815324  
275   0.499556   0.134722   0.365722  0.0527913 0.228458 0.0790877  
276   0.505056   0.130533   0.364411  0.0531806 0.238021 0.0762266  
277   0.510078   0.126911   0.363011  0.0520295 0.239785 0.0759521  
278   0.514411   0.121878   0.363711  0.0534123 0.248818 0.073123  
279   0.5187   0.117733   0.363567  0.0514288 0.252256 0.073135  
280   0.521644   0.113267   0.365089  0.0527815 0.25755 0.0711164  
281   0.520589   0.111544   0.367867  0.0542728 0.240632 0.0699373  
282   0.520333   0.109078   0.370589  0.0548524 0.253711 0.0702247  
283   0.5206   0.107544   0.371856  0.0527226 0.253947 0.0706083  
284   0.519722   0.105022   0.375256  0.0541683 0.254055 0.0666926  
285   0.519033   0.103044   0.377922  0.0530412 0.255925 0.0663548  
286   0.518233   0.100767   0.381  0.0537538 0.262993 0.0656808  
287   0.515289   0.0984889   0.386222  0.0558736 0.258132 0.0622922  
288   0.511833   0.0961444   0.392022  0.0566241 0.261169 0.0605293  
289   0.508756   0.0956667   0.395578  0.0554868 0.263377 0.0633751  
290   0.504222   0.0970444   0.398733  0.0568271 0.25482 0.0651087  
291   0.499667   0.0991667   0.401167  0.0577567 0.253149 0.0669342  
292   0.495567   0.101633   0.4028  0.0574161 0.247955 0.0674422  
293   0.490311   0.105833   0.403856  0.060178 0.241719 0.0714167  
294   0.485833   0.107722   0.406444  0.0634291 0.251549 0.0705973  
295   0.4813   0.109811   0.408889  0.0630989 0.242496 0.0694095  
296   0.476767   0.112922   0.410311  0.0643858 0.240919 0.0723098  
297   0.474878   0.114878   0.410244  0.061712 0.243826 0.0718696  
298   0.473511   0.1178   0.408689  0.0606472 0.238805 0.0739938  
299   0.472378   0.117911   0.409711  0.063333 0.244954 0.0708771  
